,100 Block Address,Offense ID,Longitude,Latitude,BlockGroup
308,37TH AVE NE / NE 68TH ST,2,-122.288184274,47.67760011,530330039001007.0
309,54XX BLOCK OF 46TH AVE SW,41,-122.39107342229268,47.55305691,530330105003009.0
310,S HILL ST / 15TH AVE S,1,-122.313379014,47.58454435,530330094004014.0
311,10XX BLOCK OF E MADISON ST,24,-122.31883831608332,47.61197017,530330075004024.0
312,73XX BLOCK OF 21ST AVE NW,23,-122.38323633808696,47.6822598,530330031003010.0
313,E SPRING ST / 30TH AVE,2,-122.293769534,47.61166673,530330088001000.0
314,70XX BLOCK OF CLEOPATRA PL NW,29,-122.36552541851724,47.680666440689656,530330029003015.0
315,41XX BLOCK OF SW ARROYO CT,1,-122.383283488,47.50419224,530330121001015.0
316,60XX BLOCK OF MERIDIAN AVE N,3,-122.333555616,47.6726208,530330036003019.0
317,41XX BLOCK OF SW ATLANTIC ST,3,-122.384770042,47.59041085,530330096005021.0
318,9TH AVE NW / HOLMAN RD NW,2,-122.368723364,47.69834938,530330014003013.0
319,25XX BLOCK OF NW 87TH ST,5,-122.388742075,47.69235891,530330015001016.0
320,90XX BLOCK OF 17TH AVE NE,9,-122.30948736644444,47.69441456,530330020001028.0
321,5XX BLOCK 3RD AVE,1,-122.331082199,47.60241242,530330081002042.0
322,45TH AVE NE / NE 38TH ST,1,-122.287208959,47.66137099,530330042003029.0
323,72XX BLOCK OF 34TH AVE NW,10,-122.401093071,47.68129179,530330031004016.0
324,15XX BLOCK OF N 55TH ST,10,-122.338786751,47.66868658,530330046001015.0
325,ELLIOTT AVE / WALL ST,45,-122.35046554293332,47.61336696,530330080014003.0
326,77XX BLOCK OF 3RD AVE NW,12,-122.36065189533332,47.68510529,530330029002002.0
327,17XX BLOCK OF 4TH AVE N,18,-122.34954903616666,47.63443163,530330067004026.0
328,120XX BLOCK OF 25TH AVE NE,54,-122.301819307,47.71659773,530330007002002.0
329,1ST AVE N / DENNY WAY,1,-122.355453138,47.61860207,530330071002019.0
330,28XX BLOCK OF 10TH AVE W,9,-122.37012754644444,47.6455097,530330059004003.0
331,32XX BLOCK OF NE 125TH ST,63,-122.29331832561904,47.71926785,530330001005005.0
332,GOODELL PL S / S SPENCER ST,3,-122.277371307,47.54742468,530330103002012.0
333,12TH AVE S / S LANE ST,40,-122.317230954,47.5966867,530330090002033.0
334,36TH AVE S / LAKESIDE AVE S,1,-122.286794375,47.58652727,530330095003009.0
335,90XX BLOCK OF 8TH AVE NE,13,-122.32032177184615,47.69448357,530330019002011.0
336,65XX BLOCK OF 2ND AVE NE,16,-122.32729720675,47.67674547,530330036004016.0
337,9XX BLOCK OF NE 40TH ST,4,-122.318947982,47.65560987,530330052002006.0
338,I5 NB / I90 EB ON,1,-122.319263713,47.59089939,530330093001024.0
339,S BRANDON ST / 4TH AVE S,10,-122.329544807,47.55414009,530330109002031.0
340,22ND AVE S / S JACKSON ST,1,-122.303284941,47.59927453,530330090001006.0
341,S JUNEAU ST / LAKE WASHINGTON BLVD S,1,-122.257569823,47.54966928,530330102002004.0
342,5XX BLOCK OF BROADWAY,267,-122.32075090282773,47.606677949363295,530330086002014.0
343,ALASKAN WAY / BROAD ST,2,-122.354876198,47.61503359,530330080013024.0
344,16XX BLOCK OF 6TH AVE W,24,-122.365024177,47.63413507,530330069002001.0
345,17XX BLOCK OF S ORCAS ST,4,-122.310495279,47.55123683,530330104021002.0
346,E OLIVE WAY / E DENNY WAY,3,-122.325632953,47.61848878,530330074023004.0
347,38XX BLOCK OF 59TH AVE SW,7,-122.40846041028573,47.56931674857143,530330097014014.0
348,24XX BLOCK OF 1ST AVE,235,-122.34827964880851,47.61441995106383,530330080012007.0
349,1ST AVE NW / NW CANAL ST,2,-122.357664897,47.6521305,530330048003053.0
350,73XX BLOCK OF 31ST AVE SW,52,-122.37255216711539,47.53646487,530330115001005.0
351,14XX BLOCK OF 10TH AVE,244,-122.31944075206148,47.613512618565565,530330075004017.0
352,S BENNETT DR / S BRANDON PL,1,-122.307987722,47.55410403,530330104021000.0
353,20XX BLOCK OF 3RD AVE,864,-122.3415425978449,47.61278240952546,530330072001067.0
354,BOYD PL SW / 59TH AVE SW,1,-122.408493145,47.5701357,530330097014006.0
355,41XX BLOCK OF DENSMORE AVE N,16,-122.33742701825,47.65740678,530330050002017.0
356,117XX BLOCK OF LAKE CITY WAY NE,140,-122.29781526739283,47.7149132,530330007002016.0
357,5XX BLOCK OF 26TH AVE,30,-122.2988821072,47.60708759,530330088002010.0
358,104XX BLOCK OF 40TH AVE NE,8,-122.285463714,47.70426781,530330022001004.0
359,NW 45TH ST / LEARY WAY NW,8,-122.36715881,47.66146522,530330047002070.0
360,S DIRECTOR ST / 48TH AVE S,12,-122.272848406,47.52234307,530330118004008.0
361,N 143RD ST / LINDEN AVE N,40,-122.34777954485,47.73231418,530330004011001.0
362,E FIR ST / 19TH AVE,12,-122.307662242,47.6026746,530330087003009.0
363,SEATTLE AREA,15,-122.34053548706666,47.616959498,530330072001049.0
364,12TH AVE SW / SW CAMBRIDGE ST,1,-122.350642475,47.51916972,530330113002007.0
365,S WILLOW ST / 46TH AVE S,2,-122.275478921,47.54068232,530330111012000.0
366,11XX BLOCK OF NE 130TH ST,7,-122.31630622,47.72306157,530330002005000.0
367,64XX BLOCK OF 47TH AVE SW,1,-122.392581022,47.5451902,530330106004002.0
368,NEWTON ST / TAYLOR AVE N,13,-122.345909293,47.63655217,530330067004018.0
369,65XX BLOCK OF 44TH AVE S,4,-122.278126151,47.5437856,530330111014010.0
370,NE 65TH ST / 39TH AVE NE,1,-122.285896556,47.67578527,530330039001023.0
371,34XX BLOCK OF 44TH AVE SW,31,-122.38808140616128,47.57293143,530330098005006.0
372,22XX BLOCK OF NE 63RD ST,6,-122.303976841,47.67478938166666,530330043013003.0
373,21ST AVE NW / NW 70TH ST,1,-122.383224975,47.67951517,530330033005004.0
374,11XX BLOCK OF NW CARKEEK PARK RD,1,-122.373413389,47.71156417,530330005001013.0
375,26XX BLOCK OF W HALLADAY ST,4,-122.390958981,47.64231231,530330058023026.0
376,138XX BLOCK OF 8TH AVE SW,1,-122.344506925,47.4783715,530330275004015.0
377,1XX BLOCK OF N 100TH ST,15,-122.35741499506666,47.701470902666664,530330017021004.0
378,143XX BLOCK STONE AVE N,1,-122.342383185,47.73332835,530330003002006.0
379,22XX BLOCK OF WEST VIEWMONT WAY W,7,-122.40649224371428,47.63780698428571,530330056003028.0
380,7XX BLOCK OF S DEARBORN ST,61,-122.32311115618032,47.59583224,530330091001023.0
381,1XX BLOCK OF CEDAR ST,284,-122.35086448307393,47.61560992151408,530330080014000.0
382,40XX BLOCK OF E HIGHLAND DR,8,-122.280653481625,47.62974564,530330063002021.0
383,ROOSEVELT WAY NE / NE 67TH ST,1,-122.317383271,47.67728333,530330026003010.0
384,1XX BLOCK REPUBLICAN ST,2,-122.354761839,47.62326913,530330071002005.0
385,77XX BLOCK OF 18TH AVE SW,50,-122.35774040996,47.53277831,530330114013008.0
386,19XX BLOCK OF SW ANDOVER ST,6,-122.358549931,47.56834074,530330099002004.0
387,33XX BLOCK OF NE 62ND ST,1,-122.291674847,47.67398189,530330042005001.0
388,HIGHLAND DR / AURORA AVE N,2,-122.343528394,47.62972444,530330067002000.0
389,6XX BLOCK OF W NICKERSON ST,98,-122.36596661911224,47.65198291061225,530330059001027.0
390,11XX BLOCK OF E SPRING ST,22,-122.31725202781818,47.61156438181818,530330086002000.0
391,2ND AVE W / W THOMAS ST,5,-122.3593490576,47.620950564,530330071002014.0
392,29XX BLOCK OF E HARRISON ST,11,-122.29390988927273,47.62250012545455,530330077001007.0
393,NE 77TH ST / 35TH AVE NE,1,-122.29053797,47.68485753,530330024003008.0
394,30XX BLOCK OF NE 103RD ST,10,-122.29510635,47.70306631,530330010002003.0
395,CORSON AVE S / S HOMER ST,3,-122.320508587,47.55035748,530330109002061.0
396,NE 42ND ST / 38TH AVE NE,1,-122.287217686,47.65913835,530330041005002.0
397,GREEN LAKE WAY N / N 53RD ST,10,-122.340085426,47.66708568,530330046001012.0
398,17XX BLOCK OF NE 55TH ST,26,-122.3088433796923,47.668538611538466,530330044001029.0
399,SHILSHOLE AVE NW / 15TH AVE NW,4,-122.37632147,47.66159599,530330047004013.0
400,12XX BLOCK OF 16TH AVE W,1,-122.377755172,47.629872,530330058023064.0
401,45XX BLOCK OF DENSMORE AVE N,4,-122.33768580825,47.66175711,530330050001040.0
402,3XX BLOCK OF 29TH AVE S,15,-122.29501671333333,47.59973743,530330089003015.0
403,14XX BLOCK OF NE 75TH ST,2,-122.312625337,47.68305264,530330026004016.0
404,ALKI TRAIL / SW FLORIDA ST,1,-122.372870165,47.58129803,530330099004029.0
405,15XX BLOCK OF NE 62ND ST,26,-122.31080967942307,47.674002419615384,530330044001005.0
406,PIKE ST / 7TH AVE,1,-122.333353803,47.61160635,530330082001006.0
407,93XX BLOCK OF 57TH AVE S,58,-122.2616546177931,47.51789865,530330118003008.0
408,SW BRANDON ST / 29TH AVE SW,8,-122.369591757,47.55375284,530330107011004.0
409,E THOMAS ST / BROADWAY E,4,-122.320891673,47.62107587,530330075003014.0
410,46XX BLOCK OF 3RD AVE NW,5,-122.3607915374,47.662733738,530330048002005.0
411,NOB HILL PL N / HALLADAY ST,1,-122.351282127,47.64208368,530330060002029.0
412,23XX BLOCK OF N 60TH ST,44,-122.3295573890909,47.67229083,530330036003020.0
413,W JAMESON ST / WILLIAMS AVE W,2,-122.392204727,47.65944407,530330058014033.0
414,14XX BLOCK OF 31ST AVE,25,-122.29255969608,47.613520832,530330078003017.0
415,WESTLAKE AV N / BROAD ST,4,-122.338638349,47.62579451,530330067002023.0
416,WOODLAWN AVE N / N 53RD ST,2,-122.338484793,47.66722128,530330046001023.0
417,S GRAHAM ST / BLAIR TER S,1,-122.264351419,47.54605703,530330102002015.0
418,113XX BLOCK OF 14TH AVE NE,28,-122.31379806967855,47.71126494,530330012001000.0
419,E REPUBLICAN ST / 16TH AVE E,3,-122.31134008,47.62325701,530330076001009.0
420,HOWE ST / 4TH AVE N,1,-122.34953449,47.63570698,530330067004014.0
421,SEWARD PARK AVE S / CLOVERDALE PL S,2,-122.266323966,47.52845906,530330118001008.0
422,E ALLISON ST E / BROADWAY,1,-122.320758499,47.64870954,530330061001012.0
423,E UNION ST / 16TH AVE,1,-122.311474359,47.61290842,530330079003000.0
424,7TH PL SW / SW AUSTIN ST,1,-122.345326174,47.53480909,530330113001009.0
425,20TH AVE NE / NE 94TH ST,1,-122.306817733,47.69666856,530330020001006.0
426,39TH AVE SW / SW LANDER ST,1,-122.381274229,47.57929015,530330098001014.0
427,15TH AVE W / W WHEELER ST,10,-122.376159676,47.64067899,530330058022013.0
428,19XX BLOCK OF NE 80TH ST,8,-122.307308506,47.68667497,530330026001012.0
429,50XX BLOCK OF S BARTON ST,4,-122.270672264,47.52101206,530330118004007.0
430,3XX BLOCK OF NE 133RD ST,16,-122.325592359625,47.72495495,530330003001026.0
431,E UNION ST / BELMONT AVE,21,-122.32444399638096,47.61298697,530330084001010.0
432,E REPUBLICAN ST / SUMMIT AVE E,19,-122.325311824,47.6231377,530330074011005.0
433,S HUDSON ST / E MARGINAL WAY S,1,-122.339110497,47.55741253,530330093003189.0
434,44XX BLOCK OF 52ND AVE NE,14,-122.27196229378572,47.66068411,530330041003024.0
435,8XX BLOCK OF E LYNN ST,2,-122.321832219,47.63954188,530330061002028.0
436,14XX BLOCK OF E JOHN CT,3,-122.313280836,47.61966517,530330075002000.0
437,19XX BLOCK OF SW DAKOTA ST,2,-122.35853849,47.56660598,530330099002008.0
438,35XX BLOCK OF S MONROE ST,3,-122.287554587,47.53099542,530330117003001.0
439,8XX BLOCK OF 12TH AVE E,2,-122.316815634,47.62593575,530330065003013.0
440,POST AL / PINE ST,4,-122.341486992,47.60957864,530330081003006.0
441,THOMAS ST / 8TH AVE N,37,-122.341076466,47.62088392,530330072001035.0
442,8XX BLOCK OF NW 106TH ST,6,-122.366542576,47.70561272,530330014004000.0
443,N 115TH ST / NORTH PARK AVE N,2,-122.348985956,47.71232949,530330004022011.0
444,66XX BLOCK OF 15TH AVE NE,2,-122.31193712,47.67614527,530330026003016.0
445,15XX BLOCK OF N 115TH ST,617,-122.33809037008427,47.7123018,530330006004028.0
446,S IRVING ST / BRADNER PL S,2,-122.296049726,47.59127877,530330095002002.0
447,16XX BLOCK OF NE 82ND ST,4,-122.310400235,47.6885019,530330026001008.0
448,13TH AVE / E MADISON ST,2,-122.315517867,47.61335421,530330075004009.0
449,65XX BLOCK OF 52ND AVE S,22,-122.26715073077273,47.54337724,530330111021010.0
450,24XX BLOCK OF 4TH AVE N,17,-122.34959292064704,47.64073697411765,530330060002044.0
451,E NEWTON ST / LAKEVIEW BLVD E,1,-122.323468244,47.63680809,530330066002013.0
452,72XX BLOCK OF 46TH AVE S,20,-122.2753417972,47.537468954,530330111012014.0
453,8XX BLOCK OF PINE ST,208,-122.33259724898076,47.61329593,530330082001008.0
454,100XX BLOCK OF BAYARD AVE NW,9,-122.38041416,47.70225609,530330016001020.0
455,80XX BLOCK OF 36TH AVE NE,16,-122.289571343,47.68756012,530330024001010.0
456,18XX BLOCK OF SUMMIT AVE,38,-122.32528672421051,47.61811452,530330074022002.0
457,WOODROW PL E / E MADISON ST,2,-122.284785913,47.63120521,530330063003021.0
458,20TH AVE NE / NE 62ND ST,3,-122.306509431,47.67262222,530330043013006.0
459,AURORA AVE N / N 68TH ST,7,-122.345498806,47.67868248,530330035001000.0
460,ROOSEVELT WAY NE / NE 117TH ST,3,-122.317964994,47.71401226,530330006002002.0
461,7TH AVE N / THOMAS ST,1,-122.343684647,47.62089317,530330072001029.0
462,S HUDSON ST / M L KING JR WAY S,4,-122.291120513,47.55705946,530330104011006.0
463,47XX BLOCK OF S DAKOTA ST,7,-122.273881481,47.56646058,530330101001016.0
464,22ND AVE E / E THOMAS ST,9,-122.303599677,47.62138137,530330076002000.0
465,23XX BLOCK OF S MASSACHUSETTS ST,90,-122.30194070493332,47.58836008,530330095002026.0
466,94XX BLOCK OF CARKEEK DR S,3,-122.28253347566665,47.51796343,530330117003021.0
467,22XX BLOCK OF NE 201ST PL,6,-122.3067558,47.77484276,530330204025001.0
468,19XX BLOCK OF 8TH AVE W,49,-122.36766562938776,47.63685696,530330069001005.0
469,12XX BLOCK OF S MASSACHUSETTS ST,7,-122.31662871514284,47.58843669714285,530330094001002.0
470,46XX BLOCK OF 6TH AVE S,5,-122.326671242,47.56160301,530330093003163.0
471,S FINDLAY ST / UTAH AVE S,2,-122.335312194,47.55271841,530330109002024.0
472,142XX BLOCK OF LINDEN AVE N,183,-122.34777184795082,47.73167696655737,530330004011005.0
473,23XX BLOCK OF DEXTER AVE N,1,-122.343868184,47.63857636,530330060001014.0
474,48XX BLOCK OF S GENESEE ST,2,-122.273237691,47.56410492,530330101001025.0
475,84XX BLOCK OF 36TH AVE NE,6,-122.289312365,47.68985206666667,530330024001008.0
476,29XX BLOCK OF S EDMUNDS ST,15,-122.294664236,47.55894012,530330104011001.0
477,E CHERRY ST / E JAMES WAY,2,-122.318749148,47.60806612,530330086002013.0
478,14XX BLOCK OF W BOSTON ST,13,-122.375574634,47.63863401,530330058022012.0
479,66XX BLOCK OF RAINIER AVE S,88,-122.27311930682954,47.54292307,530330111022007.0
480,N 120TH ST / EVANSTON AVE N,1,-122.351573571,47.71596294,530330004024015.0
481,NE 120TH ST / 8TH AVE NE,1,-122.32075388,47.715842,530330006006005.0
482,EASTLAKE AVE / HOWELL ST,2,-122.329272643,47.61783563,530330073002011.0
483,11XX BLOCK OF N 47TH ST,6,-122.344165403,47.66287226,530330050001026.0
484,9XX BLOCK OF 23RD AVE E,18,-122.30237970255556,47.62709696,530330064001019.0
485,35XX BLOCK OF E UNION ST,2,-122.287450722,47.6128712,530330078002006.0
486,4TH AVE NE / NE 85TH ST,2,-122.324339881,47.69040747,530330019003019.0
487,NE RAVENNA BLVD / 15TH AVE NE,20,-122.31189582565,47.67072083,530330044001020.0
488,53XX BLOCK OF M L KING JR WAY S,4,-122.28924124,47.55385935,530330103004014.0
489,36XX BLOCK OF SW DAKOTA ST,2,-122.378106987,47.56648809,530330098003018.0
490,4XX BLOCK OF NW 92ND ST,15,-122.3626911704,47.69605174,530330017024012.0
491,MERIDIAN AVE N / ROOSEVELT WAY N,3,-122.334216178,47.72867179,530330003001015.0
492,S/B I5 / UNION ST,1,-122.341096759,47.60691885,530330081001009.0
493,18TH AVE E / E PROSPECT ST,6,-122.308617824,47.6286763,530330064003005.0
494,NW 60TH ST / 26TH AVE NW,1,-122.390140334,47.67237783,530330032002004.0
495,24XX BLOCK OF SW HOLDEN ST,326,-122.3645008976503,47.53370043993865,530330107012022.0
496,3RD AVE NW / NW 67TH ST,1,-122.360476253,47.67777784,530330034002002.0
497,BEACH DR SW / SW JACOBSEN RD,2,-122.403918232,47.56096505,530330097014021.0
498,51XX BLOCK OF 15TH AVE S,13,-122.313453129,47.55606325923077,530330104022009.0
499,AURORA AV N / BATTERY ST TUNNEL NB,1,-122.343575783,47.61857245,530330072001040.0
500,40XX BLOCK OF LETITIA AVE S,144,-122.28991805620139,47.56655386555556,530330101004014.0
501,95XX BLOCK OF 14TH AVE NW,23,-122.374099581,47.69971021,530330014004015.0
502,10XX BLOCK OF NE 106TH ST,4,-122.316346365,47.70604962,530330012001012.0
503,TERRY AVE / MADISON ST,21,-122.326249623,47.60887339,530330083001008.0
504,LATONA AVE NE / NE 81ST ST,1,-122.325646585,47.68754198,530330027002024.0
505,105XX BLOCK OF 3RD AVE NW,74,-122.36077754118918,47.70602721,530330014002011.0
506,4XX BLOCK OF N 64TH ST,12,-122.35362830783332,47.67532345333333,530330035002017.0
507,1XX BLOCK OF N 35TH ST,93,-122.35607190733332,47.65177074,530330048003053.0
508,12XX BLOCK OF SW WEBSTER ST,8,-122.351083702625,47.53549652,530330108001027.0
509,12XX BLOCK OF MARION ST,8,-122.322267489,47.60955273,530330084002013.0
510,60XX BLOCK OF 50TH AVE SW,11,-122.39596019,47.547623435454554,530330106005014.0
511,GREEN LAKE WAY N / N 51ST ST,5,-122.340095609,47.66573004,530330046001010.0
512,21XX BLOCK OF 41ST AVE SW,14,-122.38376759435714,47.58464345,530330096001003.0
513,42XX BLOCK OF 11TH AVE NE,210,-122.3166363135476,47.65909623,530330053013006.0
514,13XX BLOCK OF W DRAVUS ST,10,-122.3742322999,47.64847286,530330059002005.0
515,S HENDERSON ST / 10TH AVE S,2,-122.320340773,47.52305836,530330112003014.0
516,73XX BLOCK OF 42ND AVE NE,1,-122.283682389,47.68196298,530330039001014.0
517,N 41ST ST / WOODLAND PARK AVE N,4,-122.344645597,47.65664914,530330050002011.0
518,75XX BLOCK OF LAKE CITY WAY NE,34,-122.31591204305882,47.68432636588235,530330026004018.0
519,38XX BLOCK OF SW JUNEAU ST,1,-122.381042507,47.55021458,530330106001003.0
520,26XX BLOCK OF NE 75TH ST,15,-122.299155131,47.6830476,530330025001015.0
521,S WALDEN ST / S DELLA ST,1,-122.29776952,47.57170865,530330100011016.0
522,23RD AVE / E YESLER WAY,1,-122.302338808,47.6016673,530330087002013.0
523,106XX BLOCK OF SEOLA BEACH DR SW,3,-122.370749397,47.50773516,530330267004003.0
524,9XX BLOCK OF 21ST AVE E,24,-122.30476778883332,47.6277454,530330064003011.0
525,E GWINN PL / HARVARD AVE E,8,-122.322100828,47.64782677,530330061001013.0
526,81XX BLOCK OF 46TH AVE SW,1,-122.391555837,47.53019336,530330116003006.0
527,15XX BLOCK OF N 145TH ST,3,-122.340214614,47.73413219333333,530330210003008.0
528,W HARRISON ST / ELLIOTT AVE W,1,-122.36269511,47.62214027,530330071001003.0
529,11XX BLOCK OF BROADWAY CT,68,-122.31986147661765,47.61224933588235,530330075004021.0
530,7XX BLOCK OF 25TH AVE S,28,-122.29997696464284,47.59616239,530330089004005.0
531,4XX BLOCK OF NE 95TH ST,19,-122.32379293642104,47.69769870842105,530330019001002.0
532,1ST AVE NW / N 83RD ST,1,-122.357976275,47.68911186,530330029001007.0
533,LUTHER AVE S / 55TH AVE S,3,-122.263750929,47.4992908,530330119004005.0
534,5XX BLOCK OF 30TH AVE,37,-122.29364884151352,47.6070802,530330088002016.0
535,W RAYE ST / 2ND AVE W,2,-122.359576265,47.64323593,530330060003003.0
536,11XX BLOCK OF S FERDINAND ST,1,-122.317491948,47.55865902,530330104024008.0
537,113XX BLOCK OF 9TH AVE NE,31,-122.31919806180645,47.7112442,530330012003000.0
538,84XX BLOCK OF 37TH AVE SW,9,-122.379328416,47.5279872,530330115002006.0
539,47XX BLOCK OF EVANSTON AVE N,11,-122.35147561927272,47.663233390909085,530330049001015.0
540,SW EDMUNDS ST / 35TH AVE SW,4,-122.376231847,47.55927713,530330099003003.0
541,75XX BLOCK OF 18TH AVE NW,37,-122.3800042381081,47.6841191,530330030004007.0
542,NE 140TH ST / 24TH AVE NE,2,-122.302560983,47.72998161,530330002006009.0
543,S LUCILE ST / 6TH AVE S,1,-122.326875382,47.5533844,530330109002042.0
544,16TH AVE S / S NEVADA ST,11,-122.312690824,47.56532392,530330100012000.0
545,N 40TH ST / WOODLAWN AVE N,1,-122.338643822,47.655661,530330054001001.0
546,11XX BLOCK OF 32ND AVE S,10,-122.291566958,47.59277889,530330089001032.0
547,EVANSTON AVE N / N 46TH ST,1,-122.351484097,47.66213668,530330049001022.0
548,45XX BLOCK OF LAKE WASHINGTON BLVD S,35,-122.267709076,47.56214362,530330101001035.0
549,N 36TH ST / WOODLAWN AVE N,2,-122.338710927,47.65051348,530330054001018.0
550,S WARSAW ST / BEACON AVE S,5,-122.299763816,47.54360934,530330110022013.0
551,12XX BLOCK OF W BERTONA ST,4,-122.372933444,47.65034754,530330059002006.0
552,57XX BLOCK OF 15TH AVE NE,18,-122.311900599,47.67146825,530330044001018.0
553,W ARMOUR ST / 32ND AVE W,2,-122.398282617,47.64460583,530330057003001.0
554,20XX BLOCK OF E PROSPECT ST,6,-122.305392817,47.62866,530330064003007.0
555,24XX BLOCK OF NW 80TH ST,37,-122.388152062,47.68679907,530330031001006.0
556,53XX BLOCK OF 46TH AVE SW,5,-122.390668002,47.55438611,530330105003002.0
557,NE 48TH ST / 8TH AVE NE,7,-122.319548294,47.66401535,530330052005001.0
558,39XX BLOCK OF SW WILLOW ST,1,-122.38253291,47.5412408,530330106003016.0
559,22XX BLOCK OF LOTUS AVE SW,2,-122.375392413,47.58306075,530330099004032.0
560,85XX BLOCK OF PALATINE AVE N,16,-122.356649023125,47.691283189375,530330017011004.0
561,JAMES ST / 7TH AVE,36,-122.326970315,47.60462518,530330085001016.0
562,81XX BLOCK OF 15TH AVE SW,58,-122.35393764275862,47.53018413724138,530330113004000.0
563,13XX BLOCK OF 1ST AVE W,16,-122.357903641625,47.63087725,530330070004007.0
564,SW ADMIRAL WAY / 34TH AVE SW,3,-122.37510048,47.57608843,530330099004030.0
565,9XX BLOCK OF NE 73RD ST,13,-122.318629899,47.68156599,530330036001007.0
566,28TH AVE NW / NW 71ST ST,1,-122.392997196,47.6802576,530330031004010.0
